"fig_id","description"
"fig-011771","Olivia - Microdoll, Dark Pink Dress"
"fig-011772","Police Officer, Sand Blue Torso, Dark Blue Legs"
"fig-011773","White Torso, Green Legs, White Pith Helmet"
"fig-011774","Snow Man - Iron Man"
"fig-011775","1-Up Mushroom"
"fig-011776","Amp"
"fig-011777","IT-O Interrogator Droid"
"fig-011778","Scuttlebug"
"fig-011779","Parachute Bob-omb"
"fig-011780","Swoop"
"fig-011781","Galoomba"
"fig-011782","Crowber"
"fig-011783","Torpedo Ted"
"fig-011784","Bony Beetle"
"fig-011785","Boo - Shy"
"fig-011787","The Joker with Green Vest and White Face Make-up (Dark Knight Trilogy)"
"fig-011788","Batman, Black Suit, Black Cape and Cowl, Copper Utility Belt, Printed Legs (Dark Knight Trilogy)"
"fig-011791","Larry Jones - Dark Red Torso, Dark Tan Legs, Tan Hat"
"fig-011793","Spider-Man Noir with Shirt Tail"
"fig-011796","Mickey Mouse, Tuxedo with Red Bow Tie"
"fig-011798","Santa, Black Boots, 3626cpr3560 Head, 10164 Hat"
"fig-011799","Man, Medium Nougat Sweater, Red Scarf"
"fig-011800","Girl, Dark Turquoise Pajamas"
"fig-011801","Woman, Medium Lavender Cardigan, Dark Blue Legs"
"fig-011802","Mysterio, Pearl Gold and Dark Green Outfit"
"fig-011804","Spider-Man, Black and Red Outfit"
"fig-011805","Phastos"
"fig-011806","Makkari"
"fig-011807","Sersi"
"fig-011808","Ikaris"
"fig-011809","Thena"
"fig-011810","Druig"
"fig-011811","Kingo"
"fig-011812","Ajak"
"fig-011813","Gilgamesh"
"fig-011814","Sprite"
"fig-011815","Alien Dancer"
"fig-011816","Discowgirl Guitarist"
"fig-011817","DJ Rasp-Beary"
"fig-011818","Dragon Guitarist"
"fig-011819","Karaoke Mermaid"
"fig-011820","DJ Captain"
"fig-011821","Puppy Singer"
"fig-011822","Stunt Rider, Coral Race Jacket, Dark Purple Legs"
"fig-011823","Freya McCloud, Stunt Rider Outfit"
"fig-011824","Spotlight"
"fig-011825","Rocket Racer"
"fig-011826","Raze"
"fig-011827","Stunt Rider, White Race Jacket, Dark Bluish Gray Legs, Reddish Brown Helmet"
"fig-011828","Ann, Stunt Rider Outfit"
"fig-011829","Woman, Open Green Jacket, Dark Tan Legs, Black Hair"
"fig-011830","Boy, Lime Hoodie, Short Dark Blue Legs"
"fig-011831","Woman, Blue Jacket, Dark Blue Legs, Medium Nougat Hair"
"fig-011832","Alex"
"fig-011833","Dynamo Doug"
"fig-011834","Wallop, Shoulder Armor"
"fig-011835","Clemmons, Chicken Costume"
"fig-011836","Duke DeTain, Stunt Rider Outfit"
"fig-011837","Woman, Sand Blue Vest Jacket, Black Legs, Black Hair"
"fig-011838","Citrus The Clown"
"fig-011839","Stunt Rider, White Race Jacket, Dark Azure Legs, White Cap"
"fig-011840","Incognitro (Incogn!tro)"
"fig-011841","Thanos, Pearl Gold Armor"
"fig-011842","Captain Marvel, Short Tan Hair"
"fig-011844","Vulture, Reddish Brown Jacket, Black Helmet"
"fig-011845","Spider-Man, Black and Yellow Outfit"
"fig-011846","Spider-Man, Red, Black, and Gold Outfit"
"fig-011847","Wong, Black Hair"
"fig-011848","Doctor Strange, Plastic Cape"
"fig-011849","MJ, Dark Bluish Gray Plaid Shirt"
"fig-011850","Batman, Black Suit, Black Cape and Cowl, Copper Utility Belt (37157 Cape)(Dark Knight Trilogy)"
"fig-011851","Scarecrow, Dark Bluish Gray Suit"
"fig-011852","Slime Singer"
"fig-011853","Carnival Dancer"
"fig-011854","Zombie Dancer"
"fig-011855","Vampire Bassist"
"fig-011856","DJ Beatbox"
"fig-011857","White Torso, Red Legs, Orange Cap"
"fig-011858","Orange Torso, Red Legs, Dark Brown Hair"
"fig-011860","Kevin McCallister"
"fig-011861","Marv Murchins"
"fig-011862","Harry Lime"
"fig-011863","Marley"
"fig-011864","Kate McCallister"
"fig-011865","Sinjin Prescott - No Backpack"
"fig-011867","Marcus Flint, Dark Green, Dark Bluish Gray, and White Slytherin Quidditch Uniform - 3626b Head"
"fig-011868","Woman, Open Green Jacket, Black Legs, Lavender Hair"
"fig-011869","Barista, Reddish Brown Apron, Sand Blue Legs, Dark Bluish Gray Beanie Hat"
"fig-011871","Wyplash - No Shoulder Guards (Legacy)"
"fig-011872","Worker - Orange Safety Vest, Dark Blue Legs, Red Helmet"
"fig-011874","Batman, Dark Bluish Gray Suit, Black Cape and Cowl, Light Nougat Head, Dark Bluish Gray Hips, Black Legs"
"fig-011875","The Penguin, Standard Legs"
"fig-011876","Bruce Wayne, Dark Bluish Gray Hoodie"
"fig-011877","The Riddler, Olive Green Outfit"
"fig-011878","Selina Kyle, Motorcycle Jacket"
"fig-011880","James Gordon, Black Suit, Black Hair"
"fig-011882","Alfred Pennyworth, Light Bluish Gray Hair and Beard"
"fig-011883","Kid - Black Torso, Dark Azure Legs, Dark Azure Hat"
"fig-011884","Dark Purple Torso, Sand Blue Legs, Black Hair"
"fig-011885","Dark Red Torso, Dark Tan Legs, Dark Bluish Grey Hat"
"fig-011886","Dark Azure Torso, Black Legs, Light Bluish Grey Hair"
"fig-011887","Blue Torso, Black Legs, Black Hair, Orange Sun Glasses"
"fig-011888","Dark Tan Torso, Reddish Brown Apron, Black Hair"
"fig-011889","Dark Red Torso, Dark Bluish Grey Legs, Black Hair"
"fig-011890","Dark Azure Torso, Dark Blue Legs, Black Hair"
"fig-011891","Kid - Dark Red Torso, Dark Blue Legs, Black Hair"
"fig-011892","Black Torso, Blue Legs, Orange/White Hat"
"fig-011893","Tiger Suit Guy"
"fig-011894","Kid - Green Torso, Red Legs, Black Hair"
"fig-011895","Kid - Dark Turquoise Torso, Dark Azure Legs, Black Hair"
"fig-011896","Orange Torso, Orange Legs, Black Hair"
"fig-011897","Orange Torso, Orange Legs, Black Hair"
"fig-011898","Dark Azure Torso, Medium Nougat Legs, Blue Cap"
"fig-011899","Blue Torso, Dark Tan Legs, Black Hair"
"fig-011900","Kid - Flat Silver Torso, Medium Lavender Legs, Black Hair"
"fig-011901","Bright Light Blue Torso and Legs, Black Hair"
"fig-011902","Light Bluish Gray Torso, Dark Red Legs, Black Hair"
"fig-011903","Kid - Dark Turquoise Torso and Legs, Long Black Hair"
"fig-011904","Kid - Red Torso, Black Legs, Black Hair"
"fig-011905","Red Torso, Dark Green Legs, Light Bluish Grey Hair"
"fig-011906","Black Torso, Dark Brown Legs, Light Bluish Grey Hair"
"fig-011907","God of Wealth"
"fig-011908","Picollo, Sand Green Torso, Dark Green Legs, Female"
"fig-011909","Piccolo, Sand Green Torso, Dark Green Legs, Male"
"fig-011910","Woman, Bright Light Orange Torso, Medium Blue Legs, Dark Orange Hair"
"fig-011911","Woman, Lime Torso, Dark Purple Legs, Black Hair"
"fig-011912","Black Suit, White Shirt, Black Hat"
"fig-011913","Woman, Bright Pink Torso, Tan Legs, Light Bluish Grey Hair"
"fig-011914","Barista, Reddish Brown Apron, Sand Blue Legs, Black Hair"
"fig-011915","Elf - Bright Green Torso, Red Legs, Red Hat"
"fig-011916","White Torso, Dark BLue Legs, Dark Brown Hair - Wauwatosa"
"fig-011917","Worker - Orange Torso, Blue Legs, Yellow Helmet - Wauwatosa"
"fig-011918","Knight - Light Bluish Grey Rorso, Light Bluish Grey Legs, Black Hips, Helmet - Wauwatosa"
"fig-011919","Pigsy, Neck Bracket"
"fig-011920","Citybot A16"
"fig-011921","Train Driver, Black Suit, Dark Red Hat"
"fig-011922","Huang"
"fig-011923","Han"
"fig-011924","Citybot A05"
"fig-011925","Monkie Kid, White Hoodie. Neck Bracket"
"fig-011927","Mei, Bright Green Jacket"
"fig-011928","Monkie Kid, White Tunic"
"fig-011929","Minion Bob - Robotic Arms"
"fig-011930","Rumble / Savage"
"fig-011931","Nezha"
"fig-011932","Monkie Kid, Red and Gold Armor"
"fig-011933","Evil Macaque, Dark Red Cape, Bent Tail"
"fig-011934","Broadside"
"fig-011935","Pigsy, Spacesuit"
"fig-011936","Lunar Rabbit Robot"
"fig-011937","Chang'e"
"fig-011938","Mei, Vibrant Yellow Armor"
"fig-011939","Monkie Kid, Bright Light Orange Jacket, Neck Bracket"
"fig-011940","Snowtrooper, White Hips, Reddish Brown Head"
"fig-011941","General Maximillian Veers, Sand Blue Helmet with Visor, Black Boots"
"fig-011942","AT-AT Driver - Light Bluish Grey Helmet, Sand Blue Legs, Nougat Head, Female"
"fig-011944","Snowtrooper, White Hips, Reddish Brown Head, Female"
"fig-011945","Snowtrooper, White Hips, Light Nougat Head, Female"
"fig-011946","Snowtrooper, White Hips, Light Nougat Head, Officer"
"fig-011948","Nya"
"fig-011949","Antonio - Microdoll (Reddish Brown)"
"fig-011950","Mirabel - Microdoll, Closed Eyes"
"fig-011951","Mirabel"
"fig-011952","Alma ‘Abuela’ - Dark Bluish Gray Hair"
"fig-011953","Mirabel - Microdoll, Open Eyes"
"fig-011954","Isabela - Microdoll"
"fig-011955","Luisa - Microdoll"
"fig-011957","Snowtrooper, White Hips, Light Nougat Head, Grin"
"fig-011958","Mei, Vibrant Yellow Armor, Neck Bracket"
"fig-011959","Evil Macaque, Dark Red Cape, Straight Tail"
"fig-011960","Sandy"
"fig-011961","Woman, Red Torso, Sand Blue Skirt"
"fig-011962","Man, Black, Reddish Brown Hair"
"fig-011963","Löwenstein Archer"
"fig-011964","Löwenstein Knight"
"fig-011965","Löwenstein Queen"
"fig-011966","Bikes! Man"
"fig-011967","Bikes! Woman"
"fig-011968","Carnival Boy"
"fig-011969","Carnival Man"
"fig-011970","Carnival Woman"
"fig-011971","Lakitu"
"fig-011972","Boss Sumo Bro"
"fig-011973","Reznor"
"fig-011974","Reznor with Fireball"
"fig-011975","Grrrol"
"fig-011976","Blue Toad"
"fig-011977","Jackson"
"fig-011978","Mia - Bright Light Yellow Shirt, Blue Overalls, Sand Green Boots"
"fig-011980","Olivia - White Beekeeper Suite"
"fig-011981","River - Red Jacket, Black Pants, Dark Brown Hair"
"fig-011982","Statue - Red with Chinese Symbols"
"fig-011983","Santa Garmadon"
"fig-011985","Misako - Celebration"
"fig-011986","Mezmo Junior"
"fig-011987","Snowman - Celebration"
"fig-011989","Master Wu - Golden, Celebration"
"fig-011990","Police Officer - Justin Justice - Bright Light Blue Shirt, Dark Blue Legs, Dark Blue Cap"
"fig-011991","Exploding Creeper"
"fig-011992","Firefighter, Bright Light Orange Fire Suit, Sunglasses, White Helmet"
"fig-011993","Hot Dog Vender, Red Legs and Cap"
"fig-011994","Clemmons, Vibrant Yellow Helmet"
"fig-011995","Feldman, Vibrant Yellow Helmet"
"fig-011996","Boy, Bright Pink Jacket, Dark Blue Short Legs, Tan Hair"
"fig-011997","Firefighter, Dark Tan Firesuit, White Helmet, Blue Airtanks"
"fig-011998","Firefighter, Bright Light Orange Hazmat Suit"
"fig-011999","Firefighter, Black Fire Suit, Vibrant Yellow Helmet"
"fig-012000","Construction Worker, Orange Overalls, Red Hard Hat"
"fig-012001","Construction Worker, Blue Jacket, Orange Legs, Red Helmet"
"fig-012002","Ice Cream Vendor, Bright Green Ice Cream Suit"
"fig-012003","Girl, Medium Azure Bathing Suit"
"fig-012004","Woman, White and Lime Swimsuit"
"fig-012005","Lifeguard, White Vest, Tan Hair"
"fig-012006","Pilot, Dark Azure Jacket, Dark Blue Legs, White Helmet"
"fig-012007","Boy, Bright Light Blue Jacket, Blue Hair, Reddish Brown Backpack"
"fig-012008","Girl, Dark Turquoise Jacket, Dark Purple Bike Helmet"
"fig-012009","Man, Dark Red Jacket, Sand Blue Legs"
"fig-012010","Boy, Coral Jacket, Medium White Legs,"
"fig-012011","Crossing Guard, Orange Safety Vest, Dark Blue Legs"
"fig-012012","Madison - Orange Jacket, Dark Azure Backpack"
"fig-012013","Billy McCloud - Blue Jacket, Red Cap and Backpack"
"fig-012014","Man, Dark Red Jacket, Dark Green Legs, Light Bluish Gray Hair and Beard"
"fig-012015","Pilot, Vibrant Yellow Jacket, Sand Green Legs, White Helmet"
"fig-012016","Racer, White Race Suit, Dark Blue Cap, Sunglasses"
"fig-012017","Racer, White Race Jacket, Lime Legs, White Helmet"
"fig-012018","Criminal, Daisy Kaboom, Medium Blue Legs"
"fig-012019","Criminal, Prison Striped Apron, Bright Green Shirt and Hat"
"fig-012020","Allen, Vest, White Helmet"
"fig-012021","Policewoman, Bright Light Blue Shirt, Short Black Hair"
"fig-012022","Criminal, Snake Rattler, Green Overalls"
"fig-012023","Criminal, Prison Shirt, Dark Tan Legs, Bright Light Yellow Hair"
"fig-012024","Gracie Goodhart, Dark Blue Police Vest, Dark Brown Hair"
"fig-012025","Policeman, Bright Light BLue Shirt, Dark Blue Legs and Cap, Stubble"
"fig-012026","Boa Destructor"
"fig-012027","Lloyd - EVO"
"fig-012028","Crook Ice"
"fig-012029","Crook Cream"
"fig-012030","Policewoman, Bright Light Blue Shirt, Dark Blue Legs, Medium Nougat Hair"
"fig-012031","Racer, Coral Race Jacket, Black Helmet"
"fig-012032","Wallop"
"fig-012034","Jay - EVO"
"fig-012035","Viper Flyer, Dark Bluish Grey Bar Holders"
"fig-012036","Ambulance Driver, Vibrant Yellow Safety Vest, White Cap"
"fig-012037","Pilot, Vibrant Yellow Safety Vest, White Helmet"
"fig-012038","Woman, Bright Light Blue Jacket, Magenta Legs, Light Bluish Gray Hair, Red Glasses"
"fig-012039","Boy, Green Sweater, Orange Hair"
"fig-012040","Citrus The Clown, Yellow Afro"
"fig-012041","Dr. Spetzel"
"fig-012042","Dr. Flieber"
"fig-012043","Woman, Bright Light Blue Hospital Gown, Tan Hair"
"fig-012044","Woman, Blue Overalls"
"fig-012045","Man, White Shirt, Dark Blue Legs, Black Hair"
"fig-012047","Zane - EVO"
"fig-012048","Doctor, White Coat, Medium Azure Scrubs, Light Bluish Gray Hair, Glasses"
"fig-012049","Cobra Mechanic"
"fig-012050","Man, Tan Sweater, Medium Blue, Medium Nougat Hair"
"fig-012051","Woman, Light Bluish Gray Riding Jacket, Black Helmet with Ponytail"
"fig-012053","Kai - EVO"
"fig-012054","Boa Destructor - Back Pack"
"fig-012055","Pilot, Bright Light Orange Fire Suit, White Helmet"
"fig-012056","Firefighter, Black Fire Suit, Vibrant Yellow Helmet"
"fig-012057","Finn (City Adventures)"
"fig-012058","Firefighter, Black Fire Suit, Vibrant Yellow Helmet"
"fig-012059","Cobra Mechanic - Flamethrower"
"fig-012060","Python Dynamite"
"fig-012061","Rooky Partnur, White Helmet, Dark Blue Legs"
"fig-012063","Bob, Black Firesuit, Vibrant Yellow Helmet"
"fig-012064","Policewoman, Dark Blue Uniform, White Helmet"
"fig-012065","Criminal, Prison Shirt, Bright Green Hair"
"fig-012066","Monkie Kid, Bright Light Orange Jacket, Breathing Apparatus"
"fig-012067","Rumble, with Neck Bracket"
"fig-012068","Sandy, Spacesuit"
"fig-012069","Monkie Kid, Spacesuit"
"fig-012070","Mei, Spacesuit"
"fig-012071","Mr Tang, Spacesuit"
"fig-012072","Robot Mo"
"fig-012073","Sonic the Hedgehog, Light Nougat Face, Black Eyes"
"fig-012075","Olivia - Dark Turquoise Top, Dark Pink Overall"
"fig-012076","Daniel - White Shirt, Sand Blue Overall"
"fig-012077","Zac - Blue Top, Red Pants"
"fig-012078","Nandi - White Coat, Dark Blue Legs"
"fig-012079","Layla - Dark Turquoise Top, White Skirt"
"fig-012080","Emma - White Coat, Dark Pink Skirt"
"fig-012082","Anna - Tan Top, Jewel Dress"
"fig-012084","Elsa - Jewel Dress"
"fig-012085","Jasmine - Medium Blue Top and Pants"
"fig-012086","Mulan"
"fig-012087","Merida - Jewel Dress"
"fig-012088","Aurora - Jewel Dress"
"fig-012089","Tiana - Jewel Dress"
"fig-012090","Doctor Strange, Plastic Cape, High Medallion"
"fig-012091","Wong, Dark Purple Outfit"
"fig-012092","America Chavez"
"fig-012093","Hero with Fox Skin"
"fig-012094","Ninja"
"fig-012095","Rogue"
"fig-012096","The Tamer"
"fig-012097","Diver"
"fig-012099","Spin / Spider-Man (Miles Morales), Medium Red Legs"
"fig-012100","Green Goblin, Medium Legs"
"fig-012101","Rhino"
"fig-012102","Hulk, Dark Purple Pants, Dual Molded Legs, Smirk"
"fig-012104","Spider-Man (Spidey), Medium Legs"
"fig-012105","Ghost-Spider / Spider-Gwen, Medium Legs"
"fig-012106","Dr. Octopus / Doc Ock, Female, Flat Silver Arms"
"fig-012107","Ms. Marvel, Medium Legs"
"fig-012108","Kai - EVO with Wraps, Shoulder Guard"
"fig-012109","Boa Destructor - Shoulder Armor"
"fig-012111","Zane - EVO, Wraps, Shoulder Guard"
"fig-012113","Cole - EVO, Wraps"
"fig-012115","Jay - EVO, Wraps, Shoulder Guard"
"fig-012117","Nya - EVO, Wraps, Shoulder Guard"
"fig-012119","Kai - EVO with Shoulder Guard"
"fig-012120","P.I.X.A.L. - EVO"
"fig-012122","Master Wu - EVO"
"fig-012124","Lloyd - EVO with Wraps, Shoulder Guard"
"fig-012125","Cobra Mechanic - Drill"
"fig-012128","Nya - EVO"
"fig-012129","Stephanie - Silver Top, Medium Azure Skirt, Bright Pink Hat"
"fig-012130","Daniel - White/Yellow Shirt, Sand Green Pants"
"fig-012131","Emma - Sand Blue Top, Light Aqua Skirt, Black Hair with Buns"
"fig-012132","Nandi - Medium Azure Top, Dark Pink Skirt, Dark Brown Hair with Bandana"
"fig-012133","Sebastian - Blue Jacket, Dark Turquoise Pants, Tan Hair"
"fig-012134","Mia - Dark Purple Top, Olive Green Skirt, Sand Blue Hat"
"fig-012135","Layla - Magenta Top, Bright Light Blue Skirt, Dark Brown Hair"
"fig-012136","Sebastian - Blue Jacket, Sand Blue Pants, Tan Hair"
"fig-012137","Elijha - White/Orange Shirt, Bright Light Orange Pants, Dark Brown Hair"
"fig-012138","Stephanie - Silver Top, Magenta Skirt, Bright Pink Hat"
"fig-012139","Harper - Dark Turquoise Top, Bright Light Orange Skirt, Pink Cap"
"fig-012140","Savannah - Blue Top, Sand Green Skirt, Dark Pink Hat"
"fig-012141","Evelyn - White Top, Sand Blue Skirt, Dark Azure Hair"
"fig-012142","Dottie - Black Top, Blue Pants, Light Bluish Grey Hair"
"fig-012143","Trevor - White Shirt, Black Pants, Black Hair"
"fig-012144","Joshua - Dark Green Shirt, Blue Pants, Dark Brown Hair"
"fig-012145","Maya - Medium Azure Dress, Dark Brown Hair"
"fig-012146","Kid - Dark Blue Torso, Medium Blue Legs, Dark Azure Helmet, Backpack"
"fig-012147","Kid - White Torso, Medium Blue Legs, Dark Brown Hair, Backpack"
"fig-012148","Rebel Trooper in Hoth Uniform, Dark Tan Hat, Reddish Brown Head"
"fig-012149","Rebel Trooper in Hoth Uniform, Dark Tan Hat, Nougat Head"
"fig-012150","Rebel Officer in Hoth Uniform, Light Nougat Head"
"fig-012151","Scout Trooper - Nougat Head"
"fig-012152","Clone Trooper, Phase I Armor, Nougat Head (61189 Helmet)"
"fig-012154","Chewbacca - Dark Brown Torso with Medium Nougat, Snow Print"
"fig-012155","AT-ST Driver, White Jacket"
"fig-012156","Rebel Trooper in Hoth Uniform, Nougat Head, Backpack"
"fig-012157","Firefighter, Black Fire Suit, Vibrant Yellow Helmet, Dirty Face"
"fig-012158","Hacksaw Hank, Red Prison Uniform"
"fig-012159","Criminal, Big Betty, Red Prison Uniform"
"fig-012160","Vito, Red Prison Uniform"
"fig-012161","Construction Worker, Orange Safety Vest, White Hard Hat"
"fig-012162","Construction Worker, Orange Safety Jacket, Bright Light Blue Legs, White Hard Hat"
"fig-012163","Boy, Red Jacket, Short Sand Blue Legs, Dark Brown Hair"
"fig-012164","Woman, Bright Light Blue Torso and Legs, Dark Brown Hair"
"fig-012165","Man, Tan Shirt, Dark Green Legs and Cap"
"fig-012166","Man, Vibrant Yellow Safety Vest, Bright Light Blue Legs, Red Hard Hat"
"fig-012167","Man, Dark Azure Tracksuit with Classic Space Logo, Glasses"
"fig-012168","Dr. Barnaby Wylde"
"fig-012169","Gwen Ravenhurst"
"fig-012170","Astronaut, Female, Bright Light Orange Suit, Dark Blue Visor"
"fig-012171","Astronaut, Male, Bright Light Orange Suit, Dark Blue Visor"
"fig-012172","Woman, Vibrant Yellow Safety Vest, Red Hard Hat"
"fig-012173","Astronaut, Male, Bright Light Orange Suit, Dark Blue Visor, Beard"
"fig-012174","Astronaut, Male, White Suit, Gold Visor, Moustache"
"fig-012175","Woman, Dark Azure Tracksuit with Classic Space Logo"
"fig-012176","Man, Dark Azure Tracksuit with Classic Space Logo, Dark Brown Hair, Stubble"
"fig-012177","Astronaut, Female, White Suit, Gold Visor, Closed Mouth"
"fig-012178","Astronaut, Female, White Suit, Gold Visor, Open Mouth"
"fig-012179","Lloyd - EVO Head Wrap"
